# Pakistan Customs Tariff,2025-26,generated 2026-08-31,7594 codes,source: FBR published tariff (no token required)
Code,Description
5506.9000,Other
5507.0000,"Artificial staple fibres, carded, combed or otherwise processed for spinning"
5508.1000,Of synthetic staple fibres
5508.2000,Of artificial staple fibres
5509.1100,Single yarn
5509.1200,Multiple (folded) or cabled yarn - Containing 85 % or more by weight of polyester staple fibres
5509.2100,Single yarn
5509.2200,Multiple (folded) or cabled yarn - Containing 85 % or more by weight of acrylic or modacrylic staple fibres
5509.3100,Single yarn
5509.3200,"Multiple (folded) or cabled yarn - Other yarn, containing 85 % or more by weight of synthetic staple fibres"
5509.4100,Single yarn
5509.4200,"Multiple (folded) or cabled yarn - Other yarn, of polyester staple fibres"
5509.5100,Mixed mainly or solely with artificial staple fibres
5509.5200,Mixed mainly or solely with wool or fine animal hair
5509.5300,Mixed mainly or solely with cotton
5509.5900,"Other - Other yarn, of acrylic or modacrylic staple fibres"
5509.6100,Mixed mainly or solely with wool or fine animal hair
5509.6200,Mixed mainly or solely with cotton
5509.6900,Other - Other yarn
5509.9100,Mixed mainly or solely with wool or fine animal hair
5509.9200,Mixed mainly or solely with cotton
5509.9900,Other
5510.1100,Single yarn
5510.1200,Multiple (folded) or cabled yarn
5510.2000,"Other yarn, mixed mainly or solely with wool or fine animal hair"
5510.3000,"Other yarn, mixed mainly or solely with cotton"
5510.9000,Other yarn
5511.1000,"Of synthetic staple fibres, containing 85 % or more by weight of such fibres"
5511.2000,"Of synthetic staple fibres, containing less than 85 % by weight of such fibres"
5511.3000,Of artificial staple fibres
5512.1110,Unbleached
5512.1120,Bleached
5512.1900,Other - Containing 85 % or more by weight of acrylic or modacrylic staple fibres: - - Unbleached or bleached
5512.2110,Unbleached
5512.2120,Bleached
5512.2900,Other - Other: - - Unbleached or bleached
5512.9110,Unbleached
5512.9120,Bleached - - Other
5512.9920,Unbleached
5512.9990,Other
5513.1110,Unbleached
5513.1120,"Bleached - - 3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
5513.1210,Unbleached
5513.1220,Bleached - - Other woven fabrics of polyester staple fibres
5513.1310,Unbleached
5513.1320,Bleached - - Other woven fabrics
5513.1910,Unbleached
5513.1920,Bleached - Dyed
5513.2100,"Of polyester staple fibres, plain weave"
5513.2300,Other woven fabrics of polyester staple fibres
5513.2900,Other woven fabrics - Of yarns of different colours
5513.3100,"Of polyester staple fibres, plain weave"
5513.3900,Other woven fabrics - Printed
5513.4100,"Of polyester staple fibres, plain weave"
5513.4900,Other woven fabrics
5514.1110,Unbleached
5514.1120,"Bleached - - 3-thread or 4-thread twill,including cross twill, of polyester staple fibres"
5514.1210,Unbleached
5514.1220,Bleached - - Other woven fabrics
5514.1910,Unbleached
5514.1920,Bleached - Dyed
5514.2100,"Of polyester staple fibres, plain weave"
5514.2200,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
5514.2300,Other woven fabrics of polyester staple fibres
5514.2900,Other woven fabrics - Of yarns of different colours
5514.3010,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
5514.3090,Other - Printed
5514.4100,"Of polyester staple fibres, plain weave"
5514.4200,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
5514.4300,Other woven fabrics of polyester staple fibres
5514.4900,Other woven fabrics
5515.1120,Unbleached
5515.1190,Other - - Mixed mainly or solely with man-made filaments
5515.1210,Unbleached
5515.1290,Other - - Mixed mainly or solely with wool or fine animal hair
5515.1310,Unbleached
5515.1390,Other - - Other
5515.1910,Unbleached
5515.1990,Other - Of acrylic or modacrylic staple fibres: - - Mixed mainly or solely with man-made filaments
5515.2110,Unbleached
5515.2190,Other - - Mixed mainly or solely with wool or fine animal hair
5515.2210,Unbleached
5515.2290,Other - - Other
5515.2910,Unbleached
5515.2990,Other - Other woven fabrics: - - Mixed mainly or solely with man-made filaments
5515.9110,Unbleached
5515.9190,Other - - Other
5515.9910,Unbleached
5515.9990,Other
5516.1100,Unbleached or bleached
5516.1200,Dyed
5516.1300,Of yarns of different colours
5516.1400,"Printed - Containing less than 85 % by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
5516.2100,Unbleached or bleached
5516.2200,Dyed
5516.2300,Of yarns of different colours
5516.2400,"Printed - Containing less than 85 % by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
5516.3100,Unbleached or bleached
5516.3200,Dyed
5516.3300,Of yarns of different colours
5516.3400,"Printed - Containing less than 85 % by weight of artificial staple fibres, mixed mainly or solely with cotton"
5516.4100,Unbleached or bleached
5516.4200,Dyed
5516.4300,Of yarns of different colours
5516.4400,Printed - Other
5516.9100,Unbleached or bleached
5516.9200,Dyed
5516.9300,Of yarns of different colours
5516.9400,Printed
5601.2100,Of cotton
5601.2200,Of man-made fibres
5601.2900,Other
5601.3000,Textile flock and dust and mill neps
5602.1000,"Needleloom felt and stitch bonded fibre fabrics - Other felt, not impregnated, coated, covered or laminated"
5602.2100,Of wool or fine animal hair
5602.2900,Of other textile materials
5602.9000,Other
5603.1100,Weighing not more than 25 g/m2
5603.1200,Weighing more than 25 g/m2 but not more than 70 g/m2
5603.1300,Weighing more than 70 g/m2 but not more than 150 g/m2
5603.1400,Weighing more than 150 g/m2 - Other
5603.9100,Weighing not more than 25 g/m2
5603.9200,Weighing more than 25 g/m2 but not more than 70 g/m2
5603.9300,Weighing more than 70 g/m2 but not more than 150 g/m2
5603.9400,Weighing more than 150 g/m2
5604.1000,"Rubber thread and cord, textile covered"
5604.9000,Other
5605.0000,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 54.04 or"
5606.0000,"Gimped yarn, and strip and the like of heading 54.04 or"
5607.2100,Binder or baler twine
5607.2900,Other - Of polyethylene or polypropylene
5607.4100,Binder or baler twine
5607.4900,Other
5607.5000,Of other synthetic fibres
5607.9000,Other
5608.1100,Made up fishing nets
5608.1900,Other
5608.9000,Other
5609.0000,"Articles of yarn, strip or the like of heading 54.04 or"
5701.1010,Carpets
5701.1020,Rugs
5701.1090,Other
5701.9000,Of other textile materials
5702.1000,"""Kelem"", ""Schumacks"", ""Karamanie"" and similar hand-woven rugs"
5702.2000,"Floor coverings of coconut fibres (coir) - Other, of pile construction, not made up"
5702.3100,Of wool or fine animal hair - - Of man-made textile materials
5702.3210,Synthetic turf for sports fields
5702.3290,Other
5702.3900,"Of other textile materials - Other, of pile construction, made up: - - Of wool or fine animal hair"
5702.4110,Carpets machine made
5702.4190,Other - - Of man-made textile materials
5702.4210,Synthetic turf for sports fields
5702.4290,Other
5702.4900,Of other textile materials
5702.5000,"Other, not of pile construction, not made up - Other, not of pile construction, made up"
5702.9100,Of wool or fine animal hair
5702.9200,Of man-made textile materials - - Of other textile materials
5702.9910,Rugs of cotton
5702.9920,Durries
5702.9990,Other
5703.1000,Of wool or fine animal hair - Of nylon or other polyamides
5703.2100,Turf - - Other
5703.2910,"Of a kind used in vehicles of heading 87.03 and vehicles of sub-headings 8704.2190, 8704.3130, 8704.3190 (cut to size and shaped)"
5703.2920,Other for motor cars and vehicles
5703.2990,Other - Of other man-made textile materials
5703.3100,Turf - - Other
5703.3910,"Of a kind used in vehicles of heading 87.03 and vehicles of sub-headings 8704.2190, 8704.3130, 8704.3190 (cut to size and shaped)"
5703.3920,Other for motor cars and vehicles
5703.3990,Other
5703.9000,Of other textile materials
5704.1000,"Tiles, having a maximum surface area of 0.3 m 2"
5704.2000,"Tiles, having a maximum surface area exceeding 0.3 m2 but not exceeding 1 m²"
5704.9000,Other
5705.0000,"Other carpets and other textile floor coverings, whether or not made up"
5801.1000,Of wool or fine animal hair - Of cotton
5801.2100,Uncut weft pile fabrics
5801.2200,Cut corduroy
5801.2300,Other weft pile fabrics
5801.2600,Chenille fabrics
5801.2700,Warp pile fabrics - Of man-made fibres
5801.3100,Uncut weft pile fabrics
5801.3200,Cut corduroy
5801.3300,Other weft pile fabrics
5801.3600,Chenille fabrics
5801.3700,Warp pile fabrics
5801.9000,Of other textile materials
5802.1000,"Terry towelling and similar woven Terry fabrics, of cotton"
5802.2000,"Terry towelling and similar woven terry fabrics, of other textile materials"
5802.3000,Tufted textile fabrics
5803.0000,"Gauze, other than narrow fabrics of heading 58.06"
5804.1000,Tulles and other net fabrics - Mechanically made lace
5804.2100,Of man-made fibres
5804.2900,Of other textile materials
5804.3000,Hand made lace
5805.0000,"Hand-woven tapestries of the types Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch) whether or not made up"
5806.1000,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics
5806.2000,"Other woven fabrics, containing by weight 5 % or more of elastomeric yarn or rubber thread"
5806.3100,Of cotton
5806.3200,Of man-made fibres
5806.3900,Of other textile materials
5806.4000,Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)
5807.1010,Badges
5807.1020,Ribbons
5807.1030,Tapes
5807.1040,Webbing
5807.1090,Other
5807.9000,Other
5808.1000,Braids in the piece
5808.9000,Other
5809.0000,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included"
5810.1000,Embroidery without visible ground - Other embroidery
5810.9100,Of cotton
5810.9200,Of man-made fibres
5810.9900,Of other textile materials
5811.0000,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10"
5901.1000,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like"
5901.9010,Buckram
5901.9090,Other
5902.1000,Of nylon or other polyamides
5902.2000,Of polyesters
5902.9000,Other
5903.1000,With poly(vinyl chloride)
5903.2000,With polyurethane
5903.9000,Other
5904.1000,Linoleum
5904.9000,Other
5905.0000,Textile wall coverings
5906.1000,Adhesive tape of a width not exceeding 20 cm - Other
5906.9100,Knitted or crocheted
5906.9900,Other
5907.0000,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like"
5908.0000,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated"
5909.0000,"Textile hosepiping and similar textile tubing with or without lining, armour or accessories of other materials"
5910.0000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material"
5911.1000,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics"
5911.2000,"Bolting cloth, whether or not made up - Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement)"
5911.3100,Weighing less than 650 g/m2
5911.3200,Weighing 650 g/m2 or more
5911.4000,"Filtering or straining cloth of a kind used in oil presses or the like, including that of human hair"
5911.9010,Dryer screen for paper making
5911.9090,Other
6001.1010,Unbleached
6001.1090,Other - Looped pile fabrics: - - Of cotton
6001.2110,Unbleached
6001.2190,Other - - Of man-made fibres
6001.2210,Unbleached
6001.2290,Other - - Of other textile materials
6001.2910,Unbleached
6001.2990,Other - Other: - - Of cotton
6001.9110,Unbleached
6001.9190,Other - - Of man-made fibres
6001.9210,Unbleached
6001.9290,Other - - Of other textile materials
6001.9910,Unbleached
6001.9990,Other
6002.4000,Containing by weight 5 % or more of elastomeric yarn but not containing rubber thread
6002.9000,Other
6003.1010,Unbleached
6003.1090,Other - Of cotton
6003.2010,Unbleached
6003.2090,Other - Of synthetic fibres
6003.3010,Unbleached
6003.3090,Other - Of artificial fibres
6003.4010,Unbleached
6003.4090,Other - Other
6003.9010,Unbleached
6003.9090,Other
6004.1000,Containing by weight 5% or more of elastomeric yarn but not containing rubber thread
6004.9000,Other
6005.2110,Unbleached
6005.2120,Bleached
6005.2200,Dyed
6005.2300,Of yarns of different colours
6005.2400,Printed - Of synthetic fibres
6005.3500,"Fabrics specified in Subheading Note 1 to this Chapter - - Other, unbleached or bleached"
6005.3610,Unbleached
6005.3620,Bleached
6005.3700,"Other, dyed"
6005.3800,"Other, of yarns of different colours"
6005.3900,Other printed - Of artificial fibres: - - Unbleached or bleached
6005.4110,Unbleached
6005.4120,Bleached
6005.4200,Dyed
6005.4300,Of yarns of different colours
6005.4400,Printed - Other
6005.9010,Unbleached
6005.9090,Other
6006.1000,Of wool or fine animal hair - Of cotton: - - Unbleached or bleached
6006.2110,Unbleached
6006.2120,Bleached
6006.2200,Dyed
6006.2300,Of yarns of different colours
6006.2400,Printed - Of synthetic fibres: - - Unbleached or bleached
6006.3110,Unbleached
6006.3120,Bleached
6006.3200,Dyed
6006.3300,Of yarns of different colours
6006.3400,Printed - Of artificial fibres: - - Unbleached or bleached
6006.4110,Unbleached
6006.4120,Bleached
6006.4200,Dyed
6006.4300,Of yarns of different colours
6006.4400,Printed - Other
6006.9010,Unbleached
6006.9090,Other
6101.2000,Of cotton
6101.3000,Of man-made fibres
6101.9000,Of other textile materials
6102.1000,Of wool or fine animal hair
6102.2000,Of cotton
6102.3000,Of man-made fibres
6102.9000,Of other textile materials
6103.1000,Suits - Ensembles
6103.2200,Of cotton
6103.2300,Of synthetic fibres
6103.2900,Of other textile materials - Jackets and blazers
6103.3100,Of wool or fine animal hair
6103.3200,Of cotton
6103.3300,Of synthetic fibres
6103.3900,"Of other textile materials - Trousers, bib and brace overalls, breeches and shorts"
6103.4100,Of wool or fine animal hair
6103.4200,Of cotton
6103.4300,Of synthetic fibres
6103.4900,Of other textile materials
6104.1300,Of synthetic fibres
6104.1900,Of other textile materials - Ensembles
6104.2200,Of cotton
6104.2300,Of synthetic fibres
6104.2900,Of other textile materials - Jackets and blazers
6104.3100,Of wool or fine animal hair
6104.3200,Of cotton
6104.3300,Of synthetic fibres
6104.3900,Of other textie materials - Dresses
6104.4100,Of wool or fine animal hair - - Of cotton
6104.4210,Shisha embroidered dresses
6104.4290,Other
6104.4300,Of synthetic fibres
6104.4400,Of artificial fibres
6104.4900,Of other textile materials - Skirts and divided skirts
6104.5100,Of wool or fine animal hair
6104.5200,Of cotton
6104.5300,Of synthetic fibres
6104.5900,"Of other textile materials - Trousers, bib and brace overalls, breeches and shorts"
6104.6100,Of wool or fine animal hair
6104.6200,Of cotton
6104.6300,Of synthetic fibres
6104.6900,Of other textile materials
6105.1000,Of cotton
6105.2000,Of man-made fibres
6105.9000,Of other textile materials
6106.1000,Of cotton
6106.2000,Of man-made fibres
6106.9000,Of other textile materials
6107.1100,Of cotton
6107.1200,Of man-made fibres
6107.1900,Of other textile materials - Nightshirts and pyjamas: - - Of cotton
6107.2110,Nightshirts
6107.2120,Pyjamas - - Of man-made fibres
6107.2210,Nightshirts
6107.2220,Pyjamas
6107.2900,Of other textile materials - Other
6107.9100,Of cotton
6107.9900,Of other textile materials
6108.1100,Of man-made fibres
6108.1900,Of other textile materials - Briefs and panties
6108.2100,Of cotton
6108.2200,Of man-made fibres
6108.2900,Of other textile materials - Nightdresses and pyjamas
6108.3100,Of cotton
6108.3200,Of man-made fibres
6108.3900,Of other textile materials - Other
6108.9100,Of cotton
6108.9200,Of man-made fibres
6108.9900,Of other textile materials
6109.1000,Of cotton - Of other textile materials
6109.9010,Baluchi/Peshawari vest
6109.9090,Other
6110.1100,Of wool
6110.1200,Of Kashmir (cashmere) goats
6110.1900,Other
6110.2000,Of cotton
6110.3000,Of man-made fibres
6110.9000,Of other textile materials
6111.2000,Of cotton
6111.3000,Of synthetic fibres
6111.9000,Of other textile materials
6112.1100,Of cotton
6112.1200,Of synthetic fibres
6112.1900,Of other textile materials
6112.2000,Ski suits - Men's or boys' swimwear
6112.3100,Of synthetic fibres
6112.3900,Of other textile materials - Women's or girls' swimwear
6112.4100,Of synthetic fibres
6112.4900,Of other textile materials
6113.0000,"Garments, made up of knitted or crocheted fabrics of heading 59.03,"
6114.2000,Of cotton
6114.3000,Of man-made fibres
6114.9000,Of other textile materials
6115.1010,Socks
6115.1090,Other - Other panty hose and tights
6115.2100,"Of synthetic fibres, measuring per single yarn less than 67 decitex"
6115.2200,"Of synthetic fibres, measuring per single yarn decitex or more"
6115.2900,"Of other textile materials - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex"
6115.3010,Socks
6115.3090,Other - Other
6115.9400,Of wool or fine animal hair
6115.9500,Of cotton
6115.9600,Of synthetic fibres
6115.9900,Of other textile materials
6116.1000,"Impregnated, coated, covered or laminated with plastics or rubber"
6116.9100,Of wool or fine animal hair
6116.9200,Of cotton
6116.9300,Of synthetic fibres
6116.9900,Of other textile materials
6117.1010,Shawls
6117.1020,Scarves
6117.1030,Dupatta
6117.1040,Veils (burqa)
6117.1090,Other
6117.8000,Other accessories
6117.9000,Parts
6201.2000,Of wool or fine animal hair
6201.3000,Of cotton
6201.4000,Of man-made fibres
6201.9000,Of other textile materials
6202.2000,Of wool or fine animal hair
6202.3000,Of cotton
6202.4000,Of man-made fibres
6202.9000,Of other textile materials
6203.1100,Of wool or fine animal hair
6203.1200,Of synthetic fibres - - Of other textile materials
6203.1910,Men's or boys' suits of cotton
6203.1990,Other - Ensembles
6203.2200,Of cotton
6203.2300,Of synthetic fibres
6203.2900,Of other textile materials - Jackets and blazers
6203.3100,Of wool or fine animal hair
6203.3200,Of cotton
6203.3300,Of synthetic fibres
6203.3900,"Of other textile materials - Trousers, bib and brace overalls, breeches and shorts: - - Of wool or fine animal hair"
6203.4110,Trousers
6203.4190,Other
6203.4200,Of cotton
6203.4300,Of synthetic fibres
6203.4900,Of other textile materials
6204.1100,Of wool or fine animal hair
6204.1200,Of cotton
6204.1300,Of synthetic fibres
6204.1900,Of other textile materials - Ensembles
6204.2100,Of wool or fine animal hair
6204.2200,Of cotton
6204.2300,Of synthetic fibres
6204.2900,Of other textile materials - Jackets and blazers
6204.3100,Of wool or fine animal hair
6204.3200,Of cotton
6204.3300,Of synthetic fibres
6204.3900,Of other textile materials - Dresses
6204.4100,Of wool or fine animal hair - - Of cotton
6204.4210,Shisha embroidered dresses
6204.4290,other
6204.4300,Of synthetic fibres
6204.4400,Of artificial fibres
6204.4900,Of other textile materials - Skirts and divided skirts
6204.5100,Of wool or fine animal hair
6204.5200,Of cotton
6204.5300,Of synthetic fibres
6204.5900,"Of other textile materials - Trousers, bib and brace overalls, breeches and shorts"
6204.6100,Of wool or fine animal hair - - Of cotton
6204.6210,Ghagra
6204.6220,Charara
6204.6290,Other - - Of synthetic fibres
6204.6310,Ghagra
6204.6320,Charara
6204.6390,Other - - Of other textile materials
6204.6910,Ghagra
6204.6920,Charara
6204.6990,Other
6205.2010,Baluchi kameez
6205.2020,Kurta
6205.2090,Other
6205.3000,Of man-made fibres - Of other textile materials
6205.9010,Of wool or fine animal hair
6205.9090,Other
6206.1000,Of silk or silk waste
6206.2000,Of wool or fine animal hair - Of cotton
6206.3010,Multani choli
6206.3020,Punjabi kameez
6206.3030,Baluchi kameez
6206.3040,Kurta
6206.3090,Other - Of man-made fibres
6206.4010,Multani choli
6206.4020,Punjabi kameez
6206.4030,Baluchi kameez
6206.4040,Kurta
6206.4090,Other - Of other textile materials
6206.9010,Multani choli
6206.9020,Punjabi kameez
6206.9030,Baluchi kameez
6206.9040,Kurta
6206.9090,Other
6207.1100,Of cotton - - Of other textile materials
6207.1910,Baluchi/Peshawari vest
6207.1990,Other - Nightshirts and pyjamas
6207.2100,Of cotton
6207.2200,Of man-made fibres
6207.2900,Of other textile materials - Other
6207.9100,Of cotton
6207.9900,Of other textile materials
6208.1100,Of man-made fibres
6208.1900,Of other textile materials - Nightdresses and pyjamas
6208.2100,Of cotton
6208.2200,Of man-made fibres
6208.2900,Of other textile materials - Other
6208.9100,Of cotton
6208.9200,Of man-made fibres
6208.9900,Of other textile materials
6209.2010,Babies' garments not knitted or crocheted
6209.2020,Babies' clothing accessories
6209.3000,Of synthetic fibres - Of other textile materials
6209.9010,Babies' garments
6209.9090,Other
6210.1000,Of fabrics of heading 56.02 or
6210.2000,"Other garments, of the type described in subheading"
6210.3000,"Other garments, of the type described in subheading"
6210.4000,Other men's or boys' garments
6210.5000,Other women's or girls' garments
6211.1100,Men's or boys'
6211.1200,Women's or girls'
6211.2000,"Ski suits - Other garments, men's or boys'"
6211.3200,Of cotton
6211.3300,Of man-made fibres
6211.3900,"Of other textile materials - Other garments, women's or girls'"
6211.4200,Of cotton
6211.4300,Of man-made fibres
6211.4900,Of other textile materials
6212.1000,Brassieres
6212.2000,Girdles and panty-girdles
6212.3000,Corselettes
6212.9000,Other
6213.2000,Of cotton
6213.9000,Of other textile materials
6214.1000,Of silk or silk waste
6214.2000,Of wool or fine animal hair
6214.3000,Of synthetic fibres
6214.4000,Of artificial fibres - Of other textile materials
6214.9010,Shawls
6214.9020,Scarves
6214.9030,Dupatta
6214.9040,Veils (burqa)
6214.9090,Other
6215.1000,Of silk or silk waste
6215.2000,of man-made fibres
6215.9000,Of other textile materials
6216.0010,Gloves
6216.0020,Mittens and mitts
6217.1000,Accessories
6217.9000,Parts I. OTHER MADE UP TEXTILE ARTICLES
6301.1000,Electric blankets
6301.2000,"Blankets (other than electric blankets) and travelling rugs, of wool or of fine animal hair"
6301.3000,"Blankets (other than electric blankets) and travelling rugs, of cotton"
6301.4000,"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres"
6301.9000,Other blankets and travelling rugs
6302.1010,Bed sheets
6302.1020,Pillow covers
6302.1090,"Other - Other bed linen, printed"
6302.2100,Of cotton
6302.2200,Of man-made fibres
6302.2900,Of other textile materials - Other bed linen: - - Of cotton
6302.3110,"Bed sheets, mill-made"
6302.3120,"Bed sheets, hand-loom made"
6302.3130,"Bed covers, mill-made"
6302.3140,"Bed covers, hand-loom made"
6302.3150,"Pillow-covers, mill-made"
6302.3160,"Pillow-covers, hand-loom made"
6302.3190,Other
6302.3200,Of man-made fibres - - Of other textile materials
6302.3910,Bed sheets
6302.3920,Bed covers
6302.3930,Pillow covers
6302.3990,Other
6302.4000,"Table linen, knitted or crocheted - Other table linen: - - Of cotton"
6302.5110,"Table-covers, mill-made"
6302.5120,"Table-covers, hand-loom made"
6302.5190,Other
6302.5300,Of man-made fibres
6302.5900,"Of other textile materials - Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton"
6302.6010,"Towels, mill-made"
6302.6020,"Towels of cotton, hand loom"
6302.6090,Other - Other: - - Of cotton
6302.9110,Toilet and kitchen linen mill made
6302.9120,Toilet and kitchen linen hand loom made
6302.9190,Other
6302.9300,Of man-made fibres
6302.9900,Of other textile materials
6303.1200,Of synthetic fibres
6303.1900,Of other textile materials - Other: - - Of cotton
6303.9110,Mill-made
6303.9190,Other - - Of synthetic fibres
6303.9210,Mill-made
6303.9290,Other
6303.9900,Of other textile materials
6304.1100,Knitted or crocheted
6304.1900,Other
6304.2000,Bed nets specified in Sub-heading Note 1 to this Chapter
6304.9100,knitted or crocheted
6304.9200,"Not knitted or crocheted, of cotton"
6304.9300,"Not knitted or crocheted, of synthetic fibres"
6304.9900,"Not knitted or crocheted, of other textile materials"
6305.1000,Of jute or of other textile bast fibres of heading 53.03
6305.2000,Of cotton - Of man-made textile materials: - - Flexible intermediate bulk containers
6305.3210,"Of a capacity of 1,000 Kg or more"
6305.3290,Other
6305.3300,"other, Of polyethylene or polypropylene strip or the like"
6305.3900,Other
6305.9000,Of other textile materials
6306.1210,Tarpaulins
6306.1290,Other - - Of other textile materials
6306.1910,Tarpaulins
6306.1990,Other - Tents (including temporary canopies and similar articles)
6306.2200,Of synthetic fibres - - Of other textile materials
6306.2910,Of cotton
6306.2990,Other
6306.3000,Sails
6306.4000,Pneumatic mattresses
6306.9000,Other
6307.1010,Dish-cloth
6307.1020,Wash-cloth
6307.1030,Dusters
6307.1040,Bar mops
6307.1050,Bath mats
6307.1090,Other
6307.2000,Life-jackets and life-belts - Other
6307.9010,"Shopping bags, knitted"
6307.9020,Prayer mats(janamaz)
6307.9030,Caps (knitted)
6307.9040,Shoe lace
6307.9050,Tea cosy
6307.9060,Stove pad
6307.9070,Terry coverlets
6307.9080,Cushion pillows
6307.9090,Other II. SETS
6308.0000,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes, or similar textile articles, put up in packings for retail sale"
6309.0000,Worn clothing and other worn articles
6310.1000,Sorted
6310.9000,Other
6401.1000,Footwear incorporating a protective metal toe-cap - Other footwear
6401.9200,Covering the ankle but not covering the knee
6401.9900,Other
6402.1200,"Ski-boots, cross country ski footwear and snowboard boots"
6402.1900,Other
6402.2000,Footwear with upper straps or thongs assembled to the sole by means of plugs
6402.9100,Covering the ankle
6402.9900,Other
6403.1200,"Ski-boots, cross country ski footwear and snowboard boots"
6403.1900,Other
6403.2000,"Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe"
6403.4000,"Other footwear, incorporating a protective metal toe-cap - Other footwear with outer soles of leather"
6403.5100,Covering the ankle
6403.5900,Other - Other footwear
6403.9100,Covering the ankle
6403.9900,Other
6404.1100,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like"
6404.1900,Other
6404.2000,Footwear with outer soles of leather or composition leather
6405.1000,With uppers of leather or composition leather
6405.2000,With uppers of textile materials - Other
6405.9010,Of canvas
6405.9090,Other
6406.1000,"Uppers and parts thereof, other than stiffeners - Outer soles and heels, of rubber or plastics"
6406.2010,Of rubber
6406.2090,Other
6406.9000,Other
6501.0000,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt"
6502.0000,"Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed"
6504.0010,Straw hats
6504.0090,Other
6505.0000,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed"
6506.1000,Safety headgear - Other
6506.9100,Of rubber or of plastics
6506.9900,Of other materials
6507.0000,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear"
6601.1000,Garden or similar umbrellas - Other
6601.9100,Having a telescopic shaft
6601.9900,Other
6602.0010,Walking sticks and seat sticks
6602.0090,Other
6603.2000,Umbrella frames including frames mounted on shafts (sticks)
6603.9000,Other
6701.0000,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 05.05 and worked quills and scapes)"
6702.1000,Of plastics
6702.9000,Of other materials
6703.0000,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like"
6704.1100,Complete wigs
6704.1900,Other
6704.2000,Of human hair
6704.9000,Of other materials
6801.0000,"Setts, curbstones and flagstones, of natural stone (except slate)"
6802.1000,"Tiles, cubes and similar articles, whether or not rectangular (including square), the largest face of which is capable of being enclosed in a square the side of which is less than 7 cm; artificially coloured granules, chippings and"
6802.2100,"Marble, travetine and alabaster"
6802.2300,Granite
6802.2900,Other stone - Other
6802.9100,"Marble, travertine and alabaster"
6802.9200,Other calcareous stone
6802.9300,Granite
6802.9900,Other stone
6803.0000,Worked slate and articles of slate or of agglomerated slate
6804.1000,"Millstones and grindstones for milling, grinding or pulping - Other millstones, grindstones, grinding wheels and the like"
6804.2100,Of agglomerated synthetic or natural diamond
6804.2200,Of other agglomerated abrasives or of ceramics
6804.2300,Of natural stone
6804.3000,Hand sharpening or polishing stones
6805.1000,On a base of woven textile fabric only
6805.2000,On a base of paper or paperboard only
6805.3000,On a base of other materials
6806.1000,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls"
6806.2000,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)"
6806.9000,Other
6807.1000,In rolls
